symbol,same_day_corr,next_day_corr,avg_sentiment,articles
AAPL,0.037484196256496925,-0.010485439211277241,0.0029876677736266764,488
MSFT,0.03169845290317393,-0.03665383428896515,0.0016892382731423818,494
GOOGL,0.01288837252667659,-0.01530396360242827,-0.0007294693510446943,500
AMZN,0.01785973127284714,-0.0018524792404539475,0.0011513248927632494,507
META,0.008482908456382835,0.026049413908127005,0.0007766881140168796,531
